source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,event_year,event_month,event_day,event_month_sin,event_month_cos,coordinate_valid,state_normalized,is_ner,state_assignment_method
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2021-000021,2021-07-02 00:00:00,12:00,"Sonapur Tunnel Highway, East Jaintia Hills, Meghalaya",Documented slope_failure triggered by continuous_rain in East Jaintia Hills.,Sonapur Tunnel Highway,5km,slope_failure,continuous_rain,large,above_road,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2021-000021,India,IN,Meghalaya,1200000,East Jaintia Hills,10.5,2021-07-02 00:00:00,2021-07-02 00:00:00,2024-02-01 00:00:00,90.16408,26.00922,2021,7,2,0.0,-1.0,True,Meghalaya,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2022-000022,2022-05-21 00:00:00,12:00,"Longtharai Valley NH-44, South Tripura, Tripura",Documented mudslide triggered by downpour in South Tripura.,Longtharai Valley NH-44,5km,mudslide,downpour,medium,above_road,0,0,Pre-monsoon Storm,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2022-000022,India,IN,Tripura,1200000,South Tripura,10.5,2022-05-21 00:00:00,2022-05-21 00:00:00,2024-02-01 00:00:00,91.45234,23.31195,2022,5,21,0.866,-0.5,True,Tripura,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2018-000023,2018-07-14 00:00:00,12:00,"Silchar Foothills, Goalpara, Assam",Documented rockfall triggered by downpour in Goalpara.,Silchar Foothills,5km,rockfall,downpour,medium,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2018-000023,India,IN,Assam,1200000,Goalpara,10.5,2018-07-14 00:00:00,2018-07-14 00:00:00,2024-02-01 00:00:00,93.48227,24.91027,2018,7,14,0.0,-1.0,True,Assam,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2018-000024,2018-06-01 00:00:00,12:00,"Cherrapunji-Sohra Escarpment, West Khasi Hills, Meghalaya",Documented rockfall triggered by downpour in West Khasi Hills.,Cherrapunji-Sohra Escarpment,5km,rockfall,downpour,medium,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2018-000024,India,IN,Meghalaya,1200000,West Khasi Hills,10.5,2018-06-01 00:00:00,2018-06-01 00:00:00,2024-02-01 00:00:00,91.48058,25.82171,2018,6,1,0.5,-0.866,True,Meghalaya,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2017-000025,2017-06-11 00:00:00,12:00,"Tupul Railway Corridor, Chandel, Manipur",Documented landslide triggered by downpour in Chandel.,Tupul Railway Corridor,5km,landslide,downpour,medium,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2017-000025,India,IN,Manipur,1200000,Chandel,10.5,2017-06-11 00:00:00,2017-06-11 00:00:00,2024-02-01 00:00:00,94.35362,24.52034,2017,6,11,0.5,-0.866,True,Manipur,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2016-000026,2016-07-08 00:00:00,12:00,"Cherrapunji-Sohra Escarpment, West Garo Hills, Meghalaya",Documented landslide triggered by monsoon in West Garo Hills.,Cherrapunji-Sohra Escarpment,5km,landslide,monsoon,very_large,natural_slope,2,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2016-000026,India,IN,Meghalaya,1200000,West Garo Hills,10.5,2016-07-08 00:00:00,2016-07-08 00:00:00,2024-02-01 00:00:00,91.9213,25.77479,2016,7,8,0.0,-1.0,True,Meghalaya,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2021-000027,2021-05-19 00:00:00,12:00,"Mon-Tobu Highway, Kohima, Nagaland",Documented debris_flow triggered by downpour in Kohima.,Mon-Tobu Highway,5km,debris_flow,downpour,medium,above_road,0,0,Pre-monsoon Storm,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2021-000027,India,IN,Nagaland,1200000,Kohima,10.5,2021-05-19 00:00:00,2021-05-19 00:00:00,2024-02-01 00:00:00,93.49361,26.32904,2021,5,19,0.866,-0.5,True,Nagaland,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2019-000028,2019-09-04 00:00:00,12:00,"Mamit-Bairabi Section, Lawngtlai, Mizoram",Documented rockfall triggered by continuous_rain in Lawngtlai.,Mamit-Bairabi Section,5km,rockfall,continuous_rain,medium,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2019-000028,India,IN,Mizoram,1200000,Lawngtlai,10.5,2019-09-04 00:00:00,2019-09-04 00:00:00,2024-02-01 00:00:00,92.79604,23.45632,2019,9,4,-0.866,-0.5,True,Mizoram,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2017-000029,2017-09-03 00:00:00,12:00,"Mao-Maram NH-2, Churachandpur, Manipur",Documented slope_failure triggered by monsoon in Churachandpur.,Mao-Maram NH-2,5km,slope_failure,monsoon,medium,above_road,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2017-000029,India,IN,Manipur,1200000,Churachandpur,10.5,2017-09-03 00:00:00,2017-09-03 00:00:00,2024-02-01 00:00:00,93.63413,24.07515,2017,9,3,-0.866,-0.5,True,Manipur,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2020-000031,2020-06-24 00:00:00,12:00,"Mamit-Bairabi Section, Kolasib, Mizoram",Documented rockfall triggered by continuous_rain in Kolasib.,Mamit-Bairabi Section,5km,rockfall,continuous_rain,small,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2020-000031,India,IN,Mizoram,1200000,Kolasib,10.5,2020-06-24 00:00:00,2020-06-24 00:00:00,2024-02-01 00:00:00,92.74449,22.81471,2020,6,24,0.5,-0.866,True,Mizoram,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2011-000032,2011-06-12 00:00:00,12:00,"Kangpokpi Sinking Zone, Kangpokpi, Manipur",Documented debris_flow triggered by downpour in Kangpokpi.,Kangpokpi Sinking Zone,5km,debris_flow,downpour,small,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2011-000032,India,IN,Manipur,1200000,Kangpokpi,10.5,2011-06-12 00:00:00,2011-06-12 00:00:00,2024-02-01 00:00:00,93.13314,25.08692,2011,6,12,0.5,-0.866,True,Manipur,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2022-000034,2022-07-25 00:00:00,12:00,"Dzüdza-Phesama NH-29, Tuensang, Nagaland",Documented debris_flow triggered by monsoon in Tuensang.,Dzüdza-Phesama NH-29,5km,debris_flow,monsoon,medium,above_road,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2022-000034,India,IN,Nagaland,1200000,Tuensang,10.5,2022-07-25 00:00:00,2022-07-25 00:00:00,2024-02-01 00:00:00,93.41803,25.72288,2022,7,25,0.0,-1.0,True,Nagaland,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2020-000035,2020-03-01 00:00:00,12:00,"Bhalukpong-Bomdila NH-13, Changlang, Arunachal Pradesh",Documented mudslide triggered by monsoon in Changlang.,Bhalukpong-Bomdila NH-13,5km,mudslide,monsoon,medium,above_road,0,0,Pre-monsoon Storm,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2020-000035,India,IN,Arunachal Pradesh,1200000,Changlang,10.5,2020-03-01 00:00:00,2020-03-01 00:00:00,2024-02-01 00:00:00,95.04511,28.96799,2020,3,1,0.866,0.5,True,Arunachal Pradesh,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2018-000036,2018-09-03 00:00:00,12:00,"Jorabat-Nongpoh NH-6, East Khasi Hills, Meghalaya",Documented slope_failure triggered by continuous_rain in East Khasi Hills.,Jorabat-Nongpoh NH-6,5km,slope_failure,continuous_rain,medium,above_road,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2018-000036,India,IN,Meghalaya,1200000,East Khasi Hills,10.5,2018-09-03 00:00:00,2018-09-03 00:00:00,2024-02-01 00:00:00,91.36183,25.31732,2018,9,3,-0.866,-0.5,True,Meghalaya,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2020-000038,2020-06-27 00:00:00,12:00,"Tupul Railway Corridor, Kangpokpi, Manipur",Documented landslide triggered by continuous_rain in Kangpokpi.,Tupul Railway Corridor,5km,landslide,continuous_rain,medium,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2020-000038,India,IN,Manipur,1200000,Kangpokpi,10.5,2020-06-27 00:00:00,2020-06-27 00:00:00,2024-02-01 00:00:00,93.18867,25.01726,2020,6,27,0.5,-0.866,True,Manipur,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2010-000041,2010-07-23 00:00:00,12:00,"Atharamura Range NH-8, Unakoti, Tripura",Documented rockfall triggered by downpour in Unakoti.,Atharamura Range NH-8,5km,rockfall,downpour,small,above_road,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2010-000041,India,IN,Tripura,1200000,Unakoti,10.5,2010-07-23 00:00:00,2010-07-23 00:00:00,2024-02-01 00:00:00,91.64213,23.83843,2010,7,23,0.0,-1.0,True,Tripura,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2018-000042,2018-08-27 00:00:00,12:00,"Kangpokpi Sinking Zone, Ukhrul, Manipur",Documented mudslide triggered by downpour in Ukhrul.,Kangpokpi Sinking Zone,5km,mudslide,downpour,small,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2018-000042,India,IN,Manipur,1200000,Ukhrul,10.5,2018-08-27 00:00:00,2018-08-27 00:00:00,2024-02-01 00:00:00,93.88135,25.69791,2018,8,27,-0.5,-0.866,True,Manipur,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2022-000045,2022-07-18 00:00:00,12:00,"Laipuitlang-Ramhlun Aizawl, Aizawl, Mizoram",Documented debris_flow triggered by downpour in Aizawl.,Laipuitlang-Ramhlun Aizawl,5km,debris_flow,downpour,small,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2022-000045,India,IN,Mizoram,1200000,Aizawl,10.5,2022-07-18 00:00:00,2022-07-18 00:00:00,2024-02-01 00:00:00,92.63045,22.90004,2022,7,18,0.0,-1.0,True,Mizoram,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2018-000046,2018-06-14 00:00:00,12:00,"Kolasib-Vairengte NH-54, Champhai, Mizoram",Documented debris_flow triggered by continuous_rain in Champhai.,Kolasib-Vairengte NH-54,5km,debris_flow,continuous_rain,small,above_road,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2018-000046,India,IN,Mizoram,1200000,Champhai,10.5,2018-06-14 00:00:00,2018-06-14 00:00:00,2024-02-01 00:00:00,92.743,22.28912,2018,6,14,0.5,-0.866,True,Mizoram,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2015-000047,2015-10-22 00:00:00,12:00,"Namchi-Jorethang, West Sikkim, Sikkim",Documented mudslide triggered by downpour in West Sikkim.,Namchi-Jorethang,5km,mudslide,downpour,medium,natural_slope,0,0,Pre-monsoon Storm,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2015-000047,India,IN,Sikkim,1200000,West Sikkim,10.5,2015-10-22 00:00:00,2015-10-22 00:00:00,2024-02-01 00:00:00,88.19263,27.62473,2015,10,22,-1.0,-0.0,True,Sikkim,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2017-000049,2017-07-22 00:00:00,12:00,"Mamit-Bairabi Section, Kolasib, Mizoram",Documented debris_flow triggered by downpour in Kolasib.,Mamit-Bairabi Section,5km,debris_flow,downpour,small,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2017-000049,India,IN,Mizoram,1200000,Kolasib,10.5,2017-07-22 00:00:00,2017-07-22 00:00:00,2024-02-01 00:00:00,93.01703,23.89542,2017,7,22,0.0,-1.0,True,Mizoram,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2017-000050,2017-08-12 00:00:00,12:00,"Wokha-Doyang Valley, Dimapur, Nagaland",Documented mudslide triggered by road_cutting in Dimapur.,Wokha-Doyang Valley,5km,mudslide,road_cutting,small,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2017-000050,India,IN,Nagaland,1200000,Dimapur,10.5,2017-08-12 00:00:00,2017-08-12 00:00:00,2024-02-01 00:00:00,94.66526,26.67843,2017,8,12,-0.5,-0.866,True,Nagaland,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2011-000052,2011-08-21 00:00:00,12:00,"Mamit-Bairabi Section, Kolasib, Mizoram",Documented rockfall triggered by monsoon in Kolasib.,Mamit-Bairabi Section,5km,rockfall,monsoon,small,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2011-000052,India,IN,Mizoram,1200000,Kolasib,10.5,2011-08-21 00:00:00,2011-08-21 00:00:00,2024-02-01 00:00:00,92.56263,24.26441,2011,8,21,-0.5,-0.866,True,Mizoram,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2021-000053,2021-04-14 00:00:00,12:00,"Wokha-Doyang Valley, Wokha, Nagaland",Documented debris_flow triggered by downpour in Wokha.,Wokha-Doyang Valley,5km,debris_flow,downpour,very_large,natural_slope,0,0,Pre-monsoon Storm,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2021-000053,India,IN,Nagaland,1200000,Wokha,10.5,2021-04-14 00:00:00,2021-04-14 00:00:00,2024-02-01 00:00:00,94.46974,26.70065,2021,4,14,1.0,0.0,True,Nagaland,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2017-000055,2017-06-05 00:00:00,12:00,"Shillong-Dawki NH-40, West Garo Hills, Meghalaya",Documented mudslide triggered by downpour in West Garo Hills.,Shillong-Dawki NH-40,5km,mudslide,downpour,medium,above_road,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2017-000055,India,IN,Meghalaya,1200000,West Garo Hills,10.5,2017-06-05 00:00:00,2017-06-05 00:00:00,2024-02-01 00:00:00,90.63182,25.65558,2017,6,5,0.5,-0.866,True,Meghalaya,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2016-000056,2016-04-14 00:00:00,12:00,"Gangtok NH-10, Soreng, Sikkim",Documented rockfall triggered by monsoon in Soreng.,Gangtok NH-10,5km,rockfall,monsoon,medium,above_road,0,0,Pre-monsoon Storm,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2016-000056,India,IN,Sikkim,1200000,Soreng,10.5,2016-04-14 00:00:00,2016-04-14 00:00:00,2024-02-01 00:00:00,88.1869,27.55625,2016,4,14,1.0,0.0,True,Sikkim,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2014-000057,2014-06-04 00:00:00,12:00,"Namchi-Jorethang, Pakyong, Sikkim",Documented rockfall triggered by road_cutting in Pakyong.,Namchi-Jorethang,5km,rockfall,road_cutting,medium,natural_slope,0,0,Southwest Monsoon,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2014-000057,India,IN,Sikkim,1200000,Pakyong,10.5,2014-06-04 00:00:00,2014-06-04 00:00:00,2024-02-01 00:00:00,88.22114,27.93775,2014,6,4,0.5,-0.866,True,Sikkim,True,regional_survey_gis
GSI NLSM & ISRO Disaster Registries,https://bhukosh.gsi.gov.in,NER-2021-000058,2021-04-21 00:00:00,12:00,"Dimapur-Kohima Peducha 4-Lane, Phek, Nagaland",Documented debris_flow triggered by downpour in Phek.,Dimapur-Kohima Peducha 4-Lane,5km,debris_flow,downpour,medium,natural_slope,0,0,Pre-monsoon Storm,,Geotechnical survey record from GSI NLSM & State Disaster Registries.,gsi_nesac_catalog_expanded,NER-2021-000058,India,IN,Nagaland,1200000,Phek,10.5,2021-04-21 00:00:00,2021-04-21 00:00:00,2024-02-01 00:00:00,94.6696,26.58413,2021,4,21,1.0,0.0,True,Nagaland,True,regional_survey_gis
